customer_id,age,gender,tenure_months,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,streaming_tv,streaming_movies,paperless_billing,churn
1017,35,Male,6,34.94326690022599,281.1832597904792,Month-to-month,Credit card,No,No,No,Yes,No,Yes,1
1018,37,Male,54,62.79395425781306,3351.538417439618,Month-to-month,Credit card,DSL,No,No,No,No,No,0
1019,40,Male,7,74.5886567417083,363.4017902241128,Two year,Mailed check,DSL,No,No,No,No,No,0
1020,51,Male,5,64.98100345495907,304.17340767397087,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,Yes,0
1021,52,Male,3,40.24727652636983,183.09440946169536,One year,Electronic check,DSL,No,No,Yes,No,Yes,1
1022,36,Male,47,81.78149526055364,4024.271961887999,Month-to-month,Bank transfer,DSL,Yes,No,No,Yes,Yes,1
1023,44,Female,16,30.614293294371432,370.0328964758767,Month-to-month,Mailed check,DSL,Yes,No,Yes,No,No,0
1024,77,Female,26,94.99999038692295,2427.3426247769394,Two year,Credit card,Fiber optic,Yes,No,No,Yes,No,1
1025,70,Male,6,42.14424573535561,213.925118259596,Month-to-month,Bank transfer,DSL,No,No,No,No,Yes,1
1026,51,Male,34,99.1708841820044,3507.3905961312994,One year,Bank transfer,No,Yes,No,No,No,Yes,0
1027,45,Female,34,64.99147781764972,2206.2160957542274,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,Yes,1
1028,46,Female,8,55.50282133484137,353.2899147415044,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,1
1029,54,Female,12,47.44683960586383,625.2316035625479,Month-to-month,Credit card,DSL,No,Yes,No,No,No,1
1030,29,Male,5,86.52347868999716,392.15354144589116,Two year,Bank transfer,DSL,No,Yes,Yes,No,Yes,0
1031,41,Female,72,73.69928346223338,5183.909681945008,Month-to-month,Credit card,Fiber optic,No,Yes,No,Yes,Yes,1
1032,19,Male,24,60.25954165926869,1356.9516690948337,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,Yes,0
1033,50,Male,65,65.17122592235548,4409.533880395368,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,No,Yes,0
1034,54,Female,8,20.0,198.42092216494623,One year,Electronic check,Fiber optic,Yes,No,No,No,Yes,0
1035,37,Female,36,53.39453468127336,1932.9792540710953,One year,Bank transfer,Fiber optic,No,No,Yes,No,Yes,1
1036,68,Male,34,38.9390345219564,1298.937800165313,One year,Credit card,Fiber optic,No,Yes,No,Yes,No,0
1037,26,Female,28,61.3948718956692,1748.2712972906174,Month-to-month,Credit card,No,Yes,Yes,No,Yes,Yes,1
1038,23,Female,72,41.0871939959829,2986.301562311018,Two year,Credit card,Fiber optic,No,Yes,Yes,No,Yes,0
1039,48,Male,12,72.17779056151443,895.3503695589058,One year,Electronic check,No,No,Yes,No,No,Yes,0
1040,60,Female,3,73.47028715421912,231.89537049043264,Two year,Credit card,No,Yes,No,No,No,No,0
1041,70,Male,26,43.50664499283922,1218.0526036443746,Two year,Credit card,DSL,No,No,No,No,Yes,1
1042,38,Male,31,83.51548788403507,2591.2905590051605,One year,Electronic check,DSL,Yes,Yes,No,No,No,1
1043,61,Female,20,81.01278015617153,1522.4617195681667,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,Yes,1
1044,44,Male,5,52.888776026532426,203.2015910425753,Two year,Electronic check,Fiber optic,No,Yes,No,No,Yes,0
1045,42,Male,16,51.59982771500114,627.695374091047,Two year,Bank transfer,Fiber optic,No,No,Yes,Yes,Yes,0
1046,58,Female,8,20.0,362.68171160423924,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,No,0
1047,54,Female,13,51.67614307649275,758.0653191896745,Month-to-month,Credit card,DSL,Yes,No,No,No,Yes,1
1048,21,Female,24,38.426985988925225,839.2406142212817,Two year,Electronic check,DSL,Yes,No,No,No,Yes,0
1049,67,Male,32,71.75386990302424,2267.939351957066,Month-to-month,Mailed check,DSL,Yes,Yes,No,Yes,Yes,1
1050,65,Male,6,48.8534890409357,229.43328682497082,Two year,Mailed check,Fiber optic,No,No,Yes,Yes,Yes,1
1051,35,Female,12,74.24871927073546,1045.2393523862372,Month-to-month,Mailed check,Fiber optic,No,No,No,No,Yes,0
1052,50,Male,7,55.67982845401783,247.77108275103194,Month-to-month,Bank transfer,DSL,No,No,No,Yes,Yes,1
1053,52,Female,5,56.133755544518806,292.11638360447193,Month-to-month,Electronic check,Fiber optic,No,Yes,No,Yes,Yes,1
1054,48,Female,36,88.10010886725476,3160.7511349646866,Month-to-month,Bank transfer,DSL,No,No,Yes,Yes,Yes,1
1055,36,Male,57,56.69819926665079,3314.4812212700062,Month-to-month,Credit card,DSL,No,No,No,No,Yes,0
1056,34,Female,11,70.10800520219027,760.7871344516235,Month-to-month,Credit card,Fiber optic,No,No,No,No,Yes,1
1057,44,Male,33,70.61024921680416,2154.317336488994,One year,Credit card,DSL,Yes,Yes,No,No,Yes,1
1058,62,Male,54,80.25746074480007,4308.791096754961,Two year,Mailed check,Fiber optic,No,No,No,Yes,Yes,0
1059,53,Female,44,48.89941640762544,2054.3581001411867,Month-to-month,Mailed check,No,No,Yes,Yes,No,Yes,1
1060,39,Male,4,62.06190409231388,256.2055710249116,One year,Bank transfer,No,No,No,No,No,Yes,0
1061,56,Female,72,62.3070600458114,4629.526026950452,One year,Electronic check,DSL,No,No,No,Yes,Yes,0
1062,18,Male,11,75.5895778372105,657.5428317860876,One year,Credit card,Fiber optic,No,No,Yes,Yes,No,0
1063,62,Male,9,45.766823659616435,331.87913939655755,One year,Electronic check,Fiber optic,Yes,No,No,No,Yes,1
1064,18,Male,1,95.52405141168333,95.52405141168333,Month-to-month,Credit card,Fiber optic,Yes,No,No,No,No,1
1065,39,Female,15,83.77111182579335,1218.4035678455791,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,0
1066,28,Male,2,34.3163712232832,142.6453088570908,Month-to-month,Credit card,DSL,No,Yes,Yes,Yes,Yes,1
1067,25,Female,6,51.58276962503796,292.14217599408903,Month-to-month,Electronic check,DSL,No,No,Yes,No,Yes,0
1068,62,Male,9,71.97107691084327,689.319964769634,One year,Electronic check,Fiber optic,No,No,Yes,No,Yes,1
1069,37,Male,39,88.45829686764435,3387.2962734649523,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,No,Yes,0
1070,50,Female,50,53.053998478822095,2675.6923584828987,Two year,Electronic check,DSL,No,No,Yes,No,Yes,0
1071,44,Female,8,73.9609162678505,669.4670932305754,Two year,Bank transfer,DSL,Yes,Yes,Yes,No,No,0
1072,52,Female,46,82.489180641215,3721.272354522181,Two year,Bank transfer,Fiber optic,Yes,No,No,No,Yes,0
1073,46,Female,46,43.330016014425254,2071.316548644213,Two year,Electronic check,DSL,Yes,No,No,Yes,No,0
1074,25,Female,34,67.04472799795656,2284.75802880328,Month-to-month,Credit card,DSL,No,No,Yes,No,Yes,0
1075,59,Male,3,38.10606143732752,218.8642083602078,One year,Mailed check,DSL,No,No,No,Yes,No,1
1076,37,Male,28,47.45081933472221,1308.4809513645246,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,Yes,0
1077,21,Female,69,58.2114005137834,4054.711100967265,Two year,Bank transfer,Fiber optic,Yes,No,No,Yes,No,0
1078,38,Male,27,77.87257625484254,2098.4989357128957,Two year,Bank transfer,DSL,No,Yes,No,No,Yes,1
1079,67,Male,9,74.99394458376509,665.324275049828,Two year,Mailed check,DSL,No,No,No,Yes,Yes,0
1080,57,Male,16,38.52126761722363,642.233324698147,Month-to-month,Electronic check,DSL,No,No,Yes,No,Yes,0
1081,39,Female,24,46.76646205647596,1176.0758362779134,One year,Bank transfer,DSL,No,No,Yes,Yes,No,0
1082,39,Male,17,55.9694503763363,826.5241652053166,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,No,No,0
1083,40,Male,3,67.64032691164275,346.284341616716,Month-to-month,Mailed check,DSL,No,No,No,No,Yes,1
1084,76,Male,8,66.31598374570798,344.561565910684,One year,Bank transfer,Fiber optic,Yes,No,No,No,No,0
1085,50,Female,38,54.252966972114706,1993.1315339664693,Month-to-month,Bank transfer,DSL,No,No,Yes,Yes,Yes,1
1086,51,Male,47,73.70850939296972,3454.873034393087,Two year,Electronic check,DSL,No,Yes,No,No,Yes,0
1087,60,Male,3,104.79032567176544,355.6065739238911,Month-to-month,Mailed check,DSL,No,No,No,Yes,Yes,0
1088,48,Female,72,69.57513906393427,5167.027265377406,Two year,Mailed check,DSL,No,Yes,No,No,No,0
1089,41,Female,9,45.167848634014824,220.68148888362268,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,0
1090,42,Male,26,67.74044593656913,1710.4821815118264,Two year,Electronic check,Fiber optic,No,No,No,No,Yes,0
1091,43,Male,33,60.649541934478556,1788.7515350578658,Two year,Electronic check,No,No,Yes,No,Yes,Yes,0
1092,44,Female,40,115.03801738518449,4604.682892798404,Two year,Credit card,DSL,No,Yes,No,Yes,Yes,0
1093,55,Female,69,38.878126833824425,2709.7591099838883,Month-to-month,Bank transfer,DSL,Yes,No,No,No,Yes,0
1094,45,Female,9,66.55814532241904,758.1028821188966,Two year,Electronic check,DSL,No,No,Yes,Yes,Yes,0
1095,55,Female,46,74.53979192003602,3440.8939044110025,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,1
1096,43,Female,3,83.44702579445772,354.7435903276111,Month-to-month,Bank transfer,DSL,No,No,Yes,No,Yes,1
1097,46,Female,29,101.94181086154714,3014.696223138773,Month-to-month,Mailed check,Fiber optic,No,No,No,No,Yes,0
1098,18,Female,32,76.96737790453116,2419.4312732444805,Two year,Credit card,DSL,No,No,Yes,No,Yes,0
1099,58,Male,27,61.06749988685894,1507.9264222659876,Month-to-month,Credit card,DSL,No,Yes,No,Yes,No,0
1100,50,Female,6,62.61493734295736,403.1898538869252,Two year,Bank transfer,No,No,Yes,No,No,Yes,1
1101,59,Female,49,20.0,830.7897982854636,One year,Electronic check,Fiber optic,Yes,No,No,No,No,0
1102,18,Male,4,73.62880994143262,424.0359470326949,Month-to-month,Credit card,Fiber optic,Yes,No,No,Yes,Yes,0
1103,76,Female,1,79.97189382192246,79.97189382192246,Two year,Credit card,Fiber optic,No,No,No,Yes,Yes,1
1104,42,Female,30,78.17762133617885,2464.846381236507,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,Yes,1
1105,61,Male,15,53.277038439358925,751.134133177144,Two year,Bank transfer,DSL,No,No,Yes,Yes,No,1
1106,29,Female,45,65.39657248935933,2969.7308406612688,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,No,No,0
1107,54,Male,11,54.13594293790187,616.4302580503894,One year,Mailed check,DSL,No,No,No,Yes,Yes,0
1108,29,Male,4,77.69042149793178,306.25727419063475,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,Yes,Yes,0
1109,35,Male,43,51.39856022179256,2166.8721381974206,Month-to-month,Credit card,Fiber optic,No,No,No,Yes,No,0
1110,73,Male,19,106.67103685324204,2065.995302058651,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,Yes,Yes,1
1111,42,Female,5,63.02513129657173,222.5093301345378,Month-to-month,Credit card,Fiber optic,No,No,No,No,No,1
1112,48,Male,30,34.483736634218616,913.5685661306526,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,1
1113,58,Male,17,57.26790771624652,1097.8371205088736,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,No,1
1114,52,Female,22,73.21205985516183,1683.38211570277,Month-to-month,Bank transfer,DSL,No,No,Yes,No,Yes,0
1115,47,Male,14,20.0,286.589160860224,One year,Electronic check,DSL,No,No,Yes,No,Yes,1
1116,50,Male,42,95.19322158821946,4164.6295449595955,One year,Bank transfer,Fiber optic,Yes,No,Yes,Yes,No,1
1117,80,Male,42,96.31978877254778,4018.6545765745223,Two year,Electronic check,No,Yes,No,Yes,No,Yes,1
1118,44,Male,29,76.88259099931079,2361.865460978911,One year,Credit card,DSL,No,No,No,Yes,Yes,1
1119,48,Female,2,75.84224794020501,169.24190437299222,One year,Credit card,DSL,No,No,No,No,Yes,1
1120,60,Male,43,38.35791177714893,1546.9151314097649,One year,Mailed check,Fiber optic,Yes,No,Yes,No,Yes,0
1121,61,Female,26,48.65432339672646,1449.816427491973,Month-to-month,Electronic check,No,Yes,No,No,Yes,Yes,1
1122,62,Female,28,59.41645615059113,1762.7318568789603,One year,Bank transfer,Fiber optic,No,No,No,No,No,0
1123,54,Male,10,46.03015627471298,448.19945964617335,Month-to-month,Credit card,DSL,No,No,Yes,Yes,No,1
1124,27,Male,50,20.0,1072.7171259533948,Two year,Bank transfer,No,Yes,No,No,No,Yes,0
1125,69,Male,31,52.45452578272844,1585.7199558647908,One year,Electronic check,No,No,No,Yes,Yes,No,0
1126,27,Male,2,57.1749763596581,197.26485622527042,Month-to-month,Electronic check,DSL,No,No,No,No,Yes,0
1127,49,Female,12,85.15988239452912,782.8107322059535,One year,Mailed check,No,No,Yes,No,No,Yes,0
1128,33,Female,52,103.61874829283045,5286.194777857723,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,Yes,1
1129,44,Female,1,79.92419561990819,177.85017004860447,Month-to-month,Credit card,DSL,No,No,No,No,No,1
1130,49,Male,72,65.52772386576115,4693.03056451291,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,No,1
1131,49,Female,27,77.13836358722209,2103.4900463438703,One year,Electronic check,No,No,Yes,Yes,No,Yes,0
1132,51,Male,23,39.3060059991944,769.3595717699277,One year,Mailed check,Fiber optic,Yes,Yes,No,No,Yes,0
1133,69,Male,7,92.92069229019924,835.231545601605,Two year,Electronic check,DSL,No,No,No,No,Yes,1
1134,51,Male,6,75.05736339648728,569.3971447506913,Month-to-month,Credit card,No,No,No,No,Yes,Yes,1
1135,41,Male,68,20.0,1339.931478162467,One year,Bank transfer,DSL,No,Yes,No,No,Yes,0
1136,59,Male,8,41.64308454450745,292.675090669727,One year,Bank transfer,Fiber optic,Yes,No,No,No,Yes,1
1137,62,Female,35,59.93515458498847,2200.6908466165655,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,No,0
1138,26,Female,11,35.91071474583568,593.2649072210853,One year,Bank transfer,DSL,Yes,No,No,No,No,1
1139,53,Male,3,81.83323110667814,340.87571890116976,Month-to-month,Mailed check,DSL,No,No,No,Yes,Yes,1
1140,55,Female,1,57.22148448753909,274.40175122719927,Month-to-month,Mailed check,No,Yes,No,Yes,Yes,Yes,1
1141,40,Male,18,47.141956614286535,756.3200861509658,Month-to-month,Bank transfer,Fiber optic,No,No,No,Yes,No,1
1142,65,Male,72,44.85961607525528,3147.953674368501,One year,Bank transfer,Fiber optic,No,No,Yes,Yes,No,0
1143,42,Male,11,97.5320189187198,953.9580963005828,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,Yes,1
1144,46,Female,10,61.22707002785222,656.4467652434702,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,Yes,1
1145,42,Male,10,46.56311786586243,483.1915336390613,Month-to-month,Mailed check,Fiber optic,No,No,No,Yes,No,1
1146,45,Male,17,42.305145169282156,703.992355530598,Month-to-month,Mailed check,DSL,No,No,No,No,No,0
1147,28,Female,13,103.44970188652356,1425.7719873371361,Month-to-month,Bank transfer,DSL,No,No,No,Yes,Yes,1
1148,23,Female,50,56.18320523264635,2932.393122153784,Month-to-month,Credit card,No,Yes,No,No,No,Yes,0
1149,68,Female,16,92.18990129009377,1322.4721797128161,One year,Electronic check,Fiber optic,Yes,Yes,No,No,Yes,1
1150,32,Male,17,64.80717960992204,1042.0248505785632,Month-to-month,Electronic check,DSL,No,No,Yes,Yes,Yes,1
1151,30,Male,3,56.501628218461775,251.51924406769132,One year,Electronic check,No,No,No,Yes,No,No,1
1152,18,Female,72,104.26064347426951,7459.992461761547,One year,Bank transfer,Fiber optic,Yes,Yes,Yes,No,Yes,0
1153,35,Male,6,39.572653758429226,157.61531491475995,Month-to-month,Mailed check,DSL,No,No,No,No,No,1
1154,25,Female,1,36.725412657458136,138.5791554224976,Month-to-month,Bank transfer,No,No,No,Yes,Yes,Yes,1
1155,69,Female,26,32.99073868203485,728.8091987605081,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,Yes,0
1156,60,Male,21,80.93986424721245,1669.5791684123512,Month-to-month,Bank transfer,DSL,No,Yes,No,No,No,0
1157,34,Male,12,104.88257914493775,1291.455352319734,Month-to-month,Credit card,DSL,No,No,No,Yes,No,0
1158,78,Female,13,97.99919099435914,1216.607491535657,Month-to-month,Credit card,Fiber optic,No,No,No,No,No,1
1159,59,Female,36,97.42820620167569,3585.7309888616423,One year,Credit card,Fiber optic,No,Yes,Yes,Yes,Yes,0
1160,40,Female,5,74.53894169521499,315.80701095633805,One year,Credit card,DSL,No,No,No,Yes,Yes,0
1161,18,Female,41,68.27688138844408,2940.2140862707993,Two year,Credit card,DSL,Yes,No,No,No,No,0
1162,79,Male,25,36.281703023904264,894.4679458480293,Two year,Electronic check,DSL,Yes,No,No,No,No,1
1163,24,Female,13,105.8360974954437,1442.9962811113032,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,No,1
1164,20,Female,14,64.57168147883377,978.6059360019544,Month-to-month,Electronic check,DSL,No,No,Yes,No,Yes,1
1165,60,Female,7,62.5603024164035,375.1681166404172,Month-to-month,Bank transfer,DSL,No,Yes,No,Yes,Yes,1
1166,80,Male,33,108.35861160195465,3370.4855279989147,Month-to-month,Credit card,Fiber optic,No,No,Yes,Yes,Yes,0
1167,65,Male,17,48.96577006130416,868.4936665085543,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,No,0
1168,53,Female,9,92.30503216871472,837.9741242309193,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,No,No,0
1169,53,Male,21,46.29170023357247,1027.7083076625345,Month-to-month,Bank transfer,DSL,No,No,No,Yes,Yes,0
1170,57,Male,72,66.2319089498106,4746.04469714808,Month-to-month,Credit card,Fiber optic,No,No,No,Yes,Yes,1
1171,56,Male,13,72.2805442937602,896.6043059388111,Month-to-month,Bank transfer,DSL,No,No,No,No,Yes,1
1172,49,Female,60,38.624344279308026,2518.3079578566512,Two year,Credit card,No,No,No,No,No,Yes,0
1173,46,Female,10,79.64934921911883,649.2580860401106,One year,Mailed check,Fiber optic,No,No,Yes,No,Yes,0
1174,44,Male,1,85.82256643023983,159.2176142666637,Two year,Mailed check,DSL,Yes,Yes,No,Yes,No,1
1175,33,Female,5,55.735917657636975,221.21940246984573,Month-to-month,Bank transfer,DSL,No,No,No,No,Yes,1
1176,40,Female,13,78.36637000973128,985.1849483524645,Month-to-month,Mailed check,Fiber optic,No,No,No,No,Yes,1
1177,19,Male,5,28.7625705772816,112.10256962901141,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,1
1178,43,Male,1,53.18887740363261,53.18887740363261,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No,No,1
1179,30,Female,59,62.23423087740855,3728.9420427907285,Month-to-month,Credit card,No,No,No,No,No,Yes,1
1180,28,Male,44,88.6674909467903,4040.4339612537683,Two year,Bank transfer,Fiber optic,Yes,No,No,Yes,No,0
1181,47,Female,32,69.25987409330068,2263.317337110288,Two year,Mailed check,Fiber optic,No,Yes,No,Yes,No,1
1182,65,Female,4,61.590698317127554,256.7009928897197,Month-to-month,Bank transfer,No,No,Yes,No,Yes,Yes,0
1183,58,Male,3,83.17017276802844,150.86646839416065,Month-to-month,Mailed check,Fiber optic,No,Yes,No,Yes,Yes,1
1184,21,Female,1,66.58237261582725,118.26489919827233,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,No,0
1185,30,Female,30,82.22770122375054,2682.4659998854463,Month-to-month,Bank transfer,No,No,Yes,No,No,Yes,0
1186,59,Male,63,39.19853349414588,2431.438147751681,Month-to-month,Electronic check,DSL,No,No,No,Yes,Yes,0
1187,30,Male,13,54.08680067884647,665.5300508898175,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No,No,1
1188,41,Male,3,54.63615361089759,107.79954773459303,Month-to-month,Credit card,No,No,No,Yes,No,No,1
1189,53,Female,17,51.71717629756935,830.250573609237,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,0
1190,30,Male,10,72.34675608703205,448.93760550308207,Month-to-month,Credit card,No,No,No,Yes,No,Yes,1
1191,46,Male,11,38.0533795290132,459.09071340471644,Month-to-month,Bank transfer,DSL,No,No,Yes,No,No,1
1192,24,Male,23,20.0,375.44478236453864,Month-to-month,Credit card,Fiber optic,No,Yes,No,Yes,Yes,1
1193,35,Male,30,30.108003875869507,742.2138043969053,Two year,Electronic check,DSL,No,No,No,Yes,Yes,1
1194,49,Female,2,68.55972401434903,212.43844300195295,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,Yes,Yes,1
1195,21,Female,1,32.41715795287094,32.41715795287094,Two year,Mailed check,DSL,No,No,No,Yes,Yes,0
1196,51,Male,72,51.024598664315214,3639.9041984423193,Two year,Credit card,DSL,Yes,No,No,Yes,No,0
1197,44,Female,6,114.89763309877715,836.0300377115209,Two year,Mailed check,DSL,No,No,No,No,No,0
1198,53,Male,1,92.1335825793372,92.1335825793372,One year,Electronic check,Fiber optic,No,No,No,No,No,0
1199,48,Male,5,97.58865139303829,334.6834335054152,One year,Credit card,DSL,No,No,No,No,No,1
1200,65,Female,1,86.4658199803632,113.39643893659701,Two year,Mailed check,DSL,No,No,Yes,Yes,Yes,1
1201,46,Female,11,94.97555679371504,1159.6798611319023,Month-to-month,Electronic check,DSL,Yes,No,No,Yes,Yes,1
1202,38,Male,38,42.29214637545993,1449.6673904942809,Month-to-month,Mailed check,DSL,No,No,Yes,No,Yes,1
1203,46,Male,10,41.72099301965265,457.9789038802443,Two year,Bank transfer,No,No,No,Yes,No,Yes,1
1204,53,Female,14,20.0,338.09995399616923,One year,Electronic check,DSL,No,Yes,No,Yes,Yes,0
1205,45,Male,27,92.6865790455195,2296.6215858597943,Two year,Mailed check,DSL,Yes,No,Yes,Yes,Yes,0
1206,45,Female,17,97.50395727610434,1737.417407484496,One year,Electronic check,No,No,No,No,No,Yes,0
1207,34,Male,47,45.47147706436553,2224.8200100093977,Two year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,Yes,0
1208,35,Male,48,66.00044154211284,3136.842636695814,One year,Credit card,Fiber optic,No,No,Yes,Yes,Yes,0
1209,23,Female,1,42.36776889484128,167.6024051246421,One year,Mailed check,Fiber optic,No,No,Yes,No,Yes,1
1210,71,Female,36,71.63320448361306,2692.4409188425548,One year,Mailed check,No,No,No,No,Yes,Yes,0
1211,26,Female,14,101.96809236993461,1437.8650857508048,Two year,Electronic check,DSL,No,No,No,Yes,Yes,0
1212,34,Female,72,23.53621816427772,1649.4631687955025,Two year,Electronic check,No,No,No,No,No,Yes,0
1213,34,Female,15,57.45887804211644,764.6003813734509,Two year,Electronic check,No,No,Yes,No,No,No,0
1214,58,Female,72,48.94109264691599,3520.002319641332,One year,Mailed check,Fiber optic,No,Yes,Yes,No,No,0
1215,40,Female,33,77.21087610621001,2604.934803475348,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,Yes,1
1216,63,Male,6,76.7271914072879,427.9454623396633,Month-to-month,Credit card,Fiber optic,No,No,No,Yes,No,1
1217,34,Male,18,59.94717743765604,859.2990933516057,Two year,Electronic check,DSL,No,No,Yes,Yes,No,0
1218,49,Male,72,57.8373248787687,4291.1587807290025,One year,Bank transfer,DSL,No,No,No,No,Yes,1
1219,32,Female,46,65.57609572443913,3035.5227255086893,Month-to-month,Bank transfer,No,Yes,Yes,No,No,Yes,0
1220,77,Female,2,75.9152755258634,113.8681013840434,Month-to-month,Bank transfer,Fiber optic,No,No,No,Yes,No,1
1221,27,Female,29,76.43185488897589,2302.23963062263,Two year,Credit card,DSL,No,Yes,No,Yes,No,0
1222,49,Male,10,62.09912506661765,773.4551103144521,Two year,Electronic check,Fiber optic,Yes,Yes,No,Yes,Yes,0
1223,54,Female,1,30.60437172540381,30.60437172540381,Two year,Electronic check,Fiber optic,No,No,No,No,No,0
1224,51,Female,12,51.0535307874868,656.0687344420487,One year,Bank transfer,DSL,No,Yes,No,Yes,Yes,0
1225,42,Male,6,79.21930874194386,332.6509313706285,Month-to-month,Mailed check,Fiber optic,No,No,No,No,Yes,1
1226,43,Female,41,65.26563310314143,2725.8020079086928,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,Yes,Yes,1
1227,45,Male,9,80.54518734289391,737.6994063235031,Month-to-month,Electronic check,DSL,No,Yes,No,No,Yes,1
1228,42,Male,42,63.44658309226823,2728.3291425193206,Two year,Mailed check,No,Yes,No,No,No,Yes,1
1229,59,Female,1,77.69561580670869,77.69561580670869,Month-to-month,Bank transfer,DSL,Yes,No,No,No,No,1
1230,78,Female,8,62.947466980434456,316.2557246615604,One year,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,0
1231,36,Female,6,69.83083698216876,373.9482027673458,One year,Mailed check,DSL,Yes,No,Yes,No,Yes,1
1232,24,Male,6,20.0,160.6847635139783,One year,Mailed check,Fiber optic,No,No,Yes,Yes,Yes,1
1233,43,Male,1,63.26026773154207,164.7995005990644,Two year,Mailed check,DSL,Yes,No,Yes,Yes,Yes,0
1234,80,Male,4,73.43005318102139,176.53708267683305,Month-to-month,Credit card,DSL,No,Yes,No,No,No,1
1235,32,Female,19,59.67763858843479,1236.5811758675627,One year,Electronic check,No,No,No,Yes,No,Yes,1
1236,69,Female,8,65.86164771915027,462.10595278855004,Month-to-month,Credit card,DSL,No,No,No,No,Yes,1
1237,70,Female,12,50.56958047191891,643.0799538224795,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,No,Yes,1
1238,36,Female,11,24.365683966963243,217.0331283500324,Month-to-month,Credit card,Fiber optic,No,Yes,Yes,No,Yes,1
1239,53,Male,50,38.169535077465525,1926.6938166444863,Month-to-month,Mailed check,No,No,No,Yes,No,Yes,0
1240,69,Male,56,67.21444773185229,3853.1968364407558,One year,Mailed check,Fiber optic,No,Yes,No,No,Yes,1
1241,39,Male,16,120.0,1797.2985922711464,One year,Credit card,DSL,No,No,No,No,Yes,0
1242,41,Male,9,71.49405104580418,575.4558697375545,Month-to-month,Credit card,DSL,No,Yes,No,No,Yes,0
1243,36,Female,2,82.57360008934457,183.64345891289778,Month-to-month,Electronic check,No,No,No,No,No,No,1
1244,29,Female,72,88.96949800742107,6645.962222637352,One year,Electronic check,No,No,No,No,No,Yes,1
1245,35,Female,1,32.71955339197543,32.71955339197543,Two year,Mailed check,DSL,No,Yes,No,No,Yes,0
1246,26,Male,8,76.28586056894191,814.3002731512272,Month-to-month,Credit card,Fiber optic,No,No,Yes,No,No,1
1247,45,Male,8,60.91949401843029,687.7982825149594,One year,Mailed check,Fiber optic,Yes,No,No,No,No,0
1248,33,Female,9,73.76249402942912,654.131331194703,One year,Bank transfer,No,No,Yes,Yes,Yes,Yes,0
1249,48,Female,4,77.68132763064591,280.9100579025936,One year,Bank transfer,No,No,No,No,No,No,1
1250,21,Male,36,78.01239837816958,2739.2398217476357,Month-to-month,Credit card,No,No,No,No,Yes,No,0
1251,49,Female,3,67.86842849976492,196.78503246602784,One year,Bank transfer,No,No,No,No,Yes,Yes,0
1252,57,Male,24,74.96281706707951,1658.4356663539525,One year,Mailed check,No,Yes,Yes,Yes,Yes,Yes,0
1253,18,Male,3,95.71814860186305,279.53054407352937,One year,Credit card,DSL,No,No,No,Yes,Yes,0
1254,50,Male,1,41.225484997710424,190.91351238279606,One year,Bank transfer,No,No,No,No,No,Yes,0
1255,63,Female,57,72.56052977868575,4074.8416911374156,Two year,Bank transfer,Fiber optic,No,No,No,No,Yes,0
